student_id,event_id,department,semester,club_activity_level,registration_timing,attended,past_attendance_rate,past_events_count,event_date,topic,speaker_type,day_of_week,time_slot,duration_minutes,mode,exam_proximity,promotion_level,num_registrations
S1474,E1028,CSE,6,Low,Medium,0,0.0,4,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1368,E1028,CSE,6,High,Medium,0,0.0,1,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1422,E1028,CIVIL,8,High,Early,0,0.0,4,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1438,E1028,IT,6,High,Medium,0,0.0,1,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1025,E1028,EEE,5,Low,Early,0,0.0,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1149,E1028,MECH,4,High,Early,1,0.0,3,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1100,E1028,IT,8,Low,Medium,0,0.0,4,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1027,E1028,EEE,3,Low,Early,0,0.0,5,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1447,E1028,CIVIL,7,Medium,Late,0,0.5,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1299,E1028,ECE,5,Low,Late,0,0.5,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1352,E1028,CSE,3,Low,Early,1,0.0,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1297,E1028,EEE,5,Low,Early,0,0.5,4,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1433,E1028,ECE,1,Medium,Early,1,0.0,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1373,E1028,ECE,2,Low,Early,0,0.143,7,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1122,E1028,CSE,2,Low,Late,0,0.0,4,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1169,E1028,EEE,7,Low,Late,0,0.5,6,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1380,E1028,MECH,7,Low,Early,0,0.667,3,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1055,E1028,IT,1,Low,Medium,0,0.5,0,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1129,E1028,CSE,1,Medium,Early,1,0.667,3,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1091,E1028,ECE,3,Medium,Early,0,0.0,3,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1173,E1028,MECH,4,Medium,Early,1,0.0,4,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1104,E1028,ECE,7,High,Late,0,0.0,3,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1042,E1028,CSE,2,High,Medium,1,0.0,6,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1038,E1028,EEE,5,Low,Medium,0,0.5,0,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1305,E1028,CSE,8,Low,Medium,0,0.333,3,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1325,E1028,CSE,4,Low,Early,0,0.2,5,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1260,E1028,ECE,7,Low,Early,0,0.0,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1047,E1028,EEE,2,Low,Early,0,0.0,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1231,E1028,IT,2,High,Early,0,0.0,3,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1057,E1028,CSE,6,Medium,Early,0,0.0,2,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1124,E1028,MECH,4,Low,Early,0,0.0,7,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1170,E1028,EEE,3,Low,Early,0,0.167,6,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1066,E1028,MECH,7,Low,Early,0,0.25,4,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1147,E1028,CSE,8,High,Medium,0,0.0,1,2023-11-08,AR/VR,Alumni,Wednesday,Afternoon (2-4 PM),150,Offline,2,High,36
S1248,E1070,ECE,2,Medium,Late,0,0.143,7,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1362,E1070,EEE,8,Low,Medium,0,1.0,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1488,E1070,IT,2,High,Medium,0,1.0,1,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1408,E1070,EEE,4,Medium,Medium,0,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1449,E1070,EEE,8,High,Early,1,0.25,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1101,E1070,IT,3,High,Early,0,0.333,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1283,E1070,ECE,5,High,Medium,1,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1368,E1070,CSE,6,High,Late,0,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1065,E1070,IT,4,Low,Medium,0,0.5,0,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1051,E1070,CSE,5,Low,Medium,0,0.0,1,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1286,E1070,CIVIL,8,Medium,Early,0,0.0,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1047,E1070,EEE,2,Low,Medium,0,0.0,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1165,E1070,CSE,5,Low,Early,0,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1038,E1070,EEE,5,Low,Medium,1,0.0,1,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1062,E1070,EEE,8,Low,Early,0,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1154,E1070,IT,6,High,Medium,0,0.5,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1270,E1070,EEE,5,High,Early,0,0.5,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1416,E1070,CIVIL,6,Low,Medium,0,0.0,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1290,E1070,EEE,4,Medium,Late,0,0.25,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1344,E1070,CIVIL,8,Medium,Medium,0,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1049,E1070,MECH,2,Medium,Early,0,0.25,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1378,E1070,MECH,3,High,Early,0,0.4,5,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1178,E1070,IT,6,High,Early,0,0.333,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1104,E1070,ECE,7,High,Medium,0,0.0,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1148,E1070,ECE,8,Medium,Early,0,0.0,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1187,E1070,CIVIL,4,High,Medium,0,0.0,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1346,E1070,MECH,4,Low,Late,0,0.5,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1052,E1070,ECE,2,Low,Medium,1,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1403,E1070,MECH,2,Medium,Medium,1,1.0,1,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1150,E1070,CSE,4,Medium,Medium,0,0.5,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1100,E1070,IT,8,Low,Medium,0,0.0,5,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1500,E1070,MECH,4,High,Late,0,0.0,1,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1493,E1070,MECH,4,Low,Early,0,0.0,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1474,E1070,CSE,6,Low,Late,1,0.0,5,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1124,E1070,MECH,4,Low,Late,0,0.0,8,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1082,E1070,CIVIL,8,Low,Early,0,0.333,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1006,E1070,CSE,4,High,Late,1,0.2,5,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1352,E1070,CSE,3,Low,Medium,0,0.333,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1365,E1070,EEE,2,Medium,Medium,0,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1253,E1070,MECH,5,Medium,Early,0,0.333,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1412,E1070,CIVIL,2,High,Medium,0,0.2,5,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1323,E1070,IT,1,Low,Early,0,0.0,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1170,E1070,EEE,3,Low,Late,1,0.143,7,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1337,E1070,CIVIL,8,High,Late,0,0.0,2,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1043,E1070,EEE,3,Low,Early,0,0.0,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1181,E1070,CSE,4,Medium,Early,0,0.25,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1110,E1070,MECH,7,High,Late,0,0.75,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1226,E1070,ECE,1,Low,Medium,0,0.25,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1179,E1070,ECE,5,High,Early,0,0.0,3,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1259,E1070,CSE,2,Medium,Early,1,0.0,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1429,E1070,MECH,4,High,Medium,0,0.5,4,2023-11-09,IoT,Faculty,Thursday,Evening (5-7 PM),150,Online,2,High,51
S1453,E1046,IT,5,Medium,Medium,0,0.0,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1024,E1046,MECH,6,High,Late,0,0.0,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1159,E1046,IT,2,Medium,Early,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1032,E1046,CSE,6,Medium,Early,0,0.333,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1427,E1046,EEE,4,Low,Late,0,0.2,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1016,E1046,CSE,7,High,Early,0,0.0,1,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1228,E1046,CIVIL,2,Low,Early,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1122,E1046,CSE,2,Low,Early,0,0.0,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1040,E1046,CIVIL,6,High,Early,0,0.143,7,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1423,E1046,MECH,2,Low,Early,0,0.0,1,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1389,E1046,ECE,6,High,Medium,1,1.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1303,E1046,CSE,1,High,Late,0,0.5,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1412,E1046,CIVIL,2,High,Late,0,0.167,6,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1026,E1046,EEE,2,Low,Late,0,0.25,4,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1483,E1046,ECE,1,High,Late,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1187,E1046,CIVIL,4,High,Medium,0,0.0,4,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1212,E1046,MECH,7,Low,Early,1,0.5,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1235,E1046,EEE,4,High,Late,1,0.286,7,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1177,E1046,ECE,2,Medium,Late,0,0.0,1,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1415,E1046,ECE,3,Medium,Late,1,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1492,E1046,IT,8,Medium,Early,0,0.429,7,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1069,E1046,ECE,4,High,Early,0,0.4,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1015,E1046,EEE,8,Low,Early,1,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1192,E1046,IT,7,Low,Late,1,0.0,1,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1328,E1046,MECH,3,Medium,Early,0,0.0,6,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1234,E1046,EEE,7,Medium,Early,0,1.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1480,E1046,MECH,6,Medium,Early,0,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1461,E1046,MECH,6,High,Late,0,0.5,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1136,E1046,IT,3,Medium,Late,0,0.0,6,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1271,E1046,ECE,5,High,Early,0,0.4,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1210,E1046,ECE,5,Medium,Medium,0,0.167,6,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1090,E1046,EEE,1,High,Early,0,0.167,6,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1432,E1046,ECE,4,Medium,Early,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1481,E1046,CSE,3,High,Early,0,0.25,8,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1060,E1046,EEE,8,High,Late,0,0.375,8,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1485,E1046,CIVIL,8,Medium,Medium,1,1.0,1,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1126,E1046,EEE,5,Low,Late,0,0.167,6,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1190,E1046,CIVIL,3,Medium,Late,0,0.0,1,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1286,E1046,CIVIL,8,Medium,Medium,0,0.0,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1221,E1046,CIVIL,5,High,Early,0,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1189,E1046,IT,4,High,Late,0,0.333,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1367,E1046,ECE,5,High,Early,0,0.333,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1197,E1046,CIVIL,2,Low,Early,0,0.5,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1196,E1046,CIVIL,4,Medium,Early,0,0.25,4,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1275,E1046,MECH,3,Low,Early,0,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1031,E1046,MECH,1,High,Late,0,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1459,E1046,CIVIL,2,Medium,Late,0,0.4,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1302,E1046,ECE,5,High,Early,0,0.0,4,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1351,E1046,EEE,3,Medium,Medium,0,0.0,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1320,E1046,CIVIL,1,Medium,Early,0,0.5,0,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1162,E1046,IT,4,Medium,Medium,0,0.5,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1208,E1046,MECH,5,Medium,Early,0,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1273,E1046,CSE,3,Medium,Early,1,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1410,E1046,ECE,2,Low,Early,0,0.333,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1336,E1046,EEE,5,Medium,Early,0,0.333,6,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1253,E1046,MECH,5,Medium,Early,0,0.25,4,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1219,E1046,ECE,8,Medium,Late,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1340,E1046,MECH,7,Medium,Medium,0,0.25,4,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1315,E1046,CIVIL,2,Medium,Late,0,0.0,5,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1224,E1046,ECE,2,Low,Medium,0,0.0,3,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1250,E1046,IT,7,Medium,Medium,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1311,E1046,ECE,1,Low,Early,0,0.5,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1261,E1046,ECE,5,Low,Late,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1359,E1046,EEE,7,Low,Late,0,0.0,1,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1312,E1046,MECH,1,High,Late,0,0.0,2,2023-11-12,Web Development,Faculty,Sunday,Morning (9-11 AM),150,Offline,2,High,65
S1299,E1081,ECE,5,Low,Medium,0,0.333,3,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1290,E1081,EEE,4,Medium,Late,1,0.2,5,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1247,E1081,CIVIL,5,Medium,Early,0,0.0,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1195,E1081,ECE,5,Low,Medium,0,0.0,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1472,E1081,IT,4,High,Early,0,0.333,3,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1159,E1081,IT,2,Medium,Late,0,0.0,3,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1387,E1081,CSE,1,Low,Early,0,0.25,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1347,E1081,ECE,7,High,Late,0,0.0,1,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1043,E1081,EEE,3,Low,Late,0,0.0,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1044,E1081,CIVIL,2,Medium,Early,0,0.0,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1350,E1081,CIVIL,7,Low,Late,0,0.0,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1052,E1081,ECE,2,Low,Early,0,0.333,3,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1295,E1081,IT,8,Medium,Early,1,0.5,6,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1411,E1081,CIVIL,5,Low,Early,0,0.5,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1306,E1081,MECH,7,Medium,Medium,0,0.25,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1213,E1081,ECE,8,High,Late,0,0.5,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1453,E1081,IT,5,Medium,Medium,0,0.0,6,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1500,E1081,MECH,4,High,Early,0,0.0,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1458,E1081,MECH,8,Medium,Medium,0,0.0,1,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1184,E1081,EEE,7,Medium,Late,0,0.0,3,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1390,E1081,EEE,4,Low,Late,0,0.0,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1041,E1081,ECE,8,High,Late,1,0.333,3,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1257,E1081,IT,4,Low,Late,0,0.5,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1139,E1081,ECE,4,Low,Early,0,0.0,8,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1448,E1081,EEE,2,Medium,Early,0,0.5,0,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1104,E1081,ECE,7,High,Early,0,0.0,5,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1443,E1081,IT,2,Medium,Medium,0,0.5,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1493,E1081,MECH,4,Low,Early,0,0.0,5,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1415,E1081,ECE,3,Medium,Medium,0,0.25,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1217,E1081,CIVIL,3,High,Early,0,0.25,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1019,E1081,ECE,2,High,Early,0,0.25,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1292,E1081,ECE,3,Low,Early,1,0.0,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1099,E1081,MECH,1,High,Medium,0,0.0,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1218,E1081,MECH,7,Medium,Early,0,0.25,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1248,E1081,ECE,2,Medium,Early,0,0.125,8,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1118,E1081,IT,5,Low,Medium,0,0.5,2,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1092,E1081,CIVIL,8,High,Early,0,0.143,7,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
S1178,E1081,IT,6,High,Medium,0,0.25,4,2023-11-19,AR/VR,Industry,Sunday,Morning (9-11 AM),150,Offline,2,High,80
