student_id,event_id,registration_timing,department,semester,club_activity_level,cgpa,event_date,topic,speaker_type,day_of_week,time_slot,duration_minutes,mode,exam_proximity,promotion_level,num_registrations,attended,past_attendance_rate,past_events_count
STU_0156,EVT_091,On-time,School of Business,5,Low,6.23,2025-03-18,Cybersecurity,Faculty,Tuesday,Morning (9-11 AM),120,Offline,2,High,96,0,0.5,16
STU_0156,EVT_093,Early,School of Business,5,Low,6.23,2025-03-22,Branding & Identity,Faculty,Saturday,Evening (5-7 PM),120,Offline,2,Low,64,0,0.471,17
STU_0156,EVT_099,Late,School of Business,5,Low,6.23,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,0,0.444,18
STU_0157,EVT_010,On-time,School of Technology,7,High,6.89,2024-08-23,Digital Marketing,Industry,Friday,Afternoon (2-4 PM),180,Offline,3,Medium,43,0,0.0,0
STU_0157,EVT_014,On-time,School of Technology,7,High,6.89,2024-09-03,Design Thinking,Industry,Tuesday,Evening (5-7 PM),120,Online,2,High,48,1,0.0,1
STU_0157,EVT_022,On-time,School of Technology,7,High,6.89,2024-09-12,Data Science,Industry,Thursday,Afternoon (2-4 PM),90,Offline,3,Medium,77,1,0.5,2
STU_0157,EVT_029,On-time,School of Technology,7,High,6.89,2024-09-25,Career Guidance,Alumni,Wednesday,Afternoon (2-4 PM),150,Online,3,Medium,96,1,0.667,3
STU_0157,EVT_035,On-time,School of Technology,7,High,6.89,2024-10-06,Branding & Identity,Industry,Sunday,Afternoon (2-4 PM),90,Offline,3,High,94,1,0.75,4
STU_0157,EVT_044,Early,School of Technology,7,High,6.89,2024-10-27,Branding & Identity,Alumni,Sunday,Morning (9-11 AM),120,Offline,3,High,121,1,0.8,5
STU_0157,EVT_047,Late,School of Technology,7,High,6.89,2024-11-01,Machine Learning,Industry,Friday,Afternoon (2-4 PM),120,Online,3,High,86,1,0.833,6
STU_0157,EVT_050,Early,School of Technology,7,High,6.89,2024-11-06,Cloud Computing,Industry,Wednesday,Morning (9-11 AM),60,Offline,2,High,66,1,0.857,7
STU_0157,EVT_059,On-time,School of Technology,7,High,6.89,2024-11-29,UI/UX Design,Student,Friday,Evening (5-7 PM),120,Online,2,High,99,1,0.875,8
STU_0157,EVT_062,Early,School of Technology,7,High,6.89,2024-12-06,Entrepreneurship,Industry,Friday,Morning (9-11 AM),90,Offline,3,Low,58,1,0.889,9
STU_0157,EVT_073,On-time,School of Technology,7,High,6.89,2025-02-11,Sound Design,Faculty,Tuesday,Afternoon (2-4 PM),90,Offline,3,Low,100,1,0.9,10
STU_0157,EVT_079,On-time,School of Technology,7,High,6.89,2025-02-23,Product Management,Industry,Sunday,Afternoon (2-4 PM),60,Online,3,Medium,86,1,0.909,11
STU_0157,EVT_091,On-time,School of Technology,7,High,6.89,2025-03-18,Cybersecurity,Faculty,Tuesday,Morning (9-11 AM),120,Offline,2,High,96,0,0.917,12
STU_0157,EVT_094,Late,School of Technology,7,High,6.89,2025-03-30,Creative Coding,Student,Sunday,Evening (5-7 PM),90,Offline,3,Medium,53,0,0.846,13
STU_0158,EVT_001,Late,School of Business,6,Low,6.96,2024-07-19,Cloud Computing,Alumni,Friday,Afternoon (2-4 PM),180,Online,1,Medium,63,0,0.0,0
STU_0158,EVT_002,Early,School of Business,6,Low,6.96,2024-08-01,Career Guidance,Alumni,Thursday,Afternoon (2-4 PM),150,Online,3,Low,57,0,0.0,1
STU_0158,EVT_013,On-time,School of Business,6,Low,6.96,2024-08-30,Creative Coding,Industry,Friday,Afternoon (2-4 PM),150,Offline,2,Medium,86,0,0.0,2
STU_0158,EVT_022,Early,School of Business,6,Low,6.96,2024-09-12,Data Science,Industry,Thursday,Afternoon (2-4 PM),90,Offline,3,Medium,77,1,0.0,3
STU_0158,EVT_027,On-time,School of Business,6,Low,6.96,2024-09-23,Career Guidance,Faculty,Monday,Evening (5-7 PM),90,Offline,2,Low,106,0,0.25,4
STU_0158,EVT_030,On-time,School of Business,6,Low,6.96,2024-09-25,Digital Marketing,Alumni,Wednesday,Morning (9-11 AM),90,Online,2,Medium,58,1,0.2,5
STU_0158,EVT_033,On-time,School of Business,6,Low,6.96,2024-10-04,Product Management,Faculty,Friday,Morning (9-11 AM),60,Offline,1,Medium,67,1,0.333,6
STU_0158,EVT_085,On-time,School of Business,6,Low,6.96,2025-02-28,Branding & Identity,Student,Friday,Morning (9-11 AM),120,Offline,3,Medium,106,0,0.429,7
STU_0158,EVT_093,On-time,School of Business,6,Low,6.96,2025-03-22,Branding & Identity,Faculty,Saturday,Evening (5-7 PM),120,Offline,2,Low,64,0,0.375,8
STU_0159,EVT_004,Early,School of Business,1,Medium,6.85,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,1,0.0,0
STU_0159,EVT_009,On-time,School of Business,1,Medium,6.85,2024-08-23,Career Guidance,Industry,Friday,Afternoon (2-4 PM),60,Offline,1,High,76,0,1.0,1
STU_0159,EVT_012,Early,School of Business,1,Medium,6.85,2024-08-28,Design Thinking,Student,Wednesday,Evening (5-7 PM),60,Offline,2,Medium,83,1,0.5,2
STU_0159,EVT_014,On-time,School of Business,1,Medium,6.85,2024-09-03,Design Thinking,Industry,Tuesday,Evening (5-7 PM),120,Online,2,High,48,0,0.667,3
STU_0159,EVT_019,Early,School of Business,1,Medium,6.85,2024-09-08,Sound Design,Faculty,Sunday,Morning (9-11 AM),120,Offline,2,Medium,97,0,0.5,4
STU_0159,EVT_023,Early,School of Business,1,Medium,6.85,2024-09-14,Digital Marketing,Alumni,Saturday,Morning (9-11 AM),90,Offline,2,Low,69,0,0.4,5
STU_0159,EVT_033,Early,School of Business,1,Medium,6.85,2024-10-04,Product Management,Faculty,Friday,Morning (9-11 AM),60,Offline,1,Medium,67,0,0.333,6
STU_0159,EVT_038,Late,School of Business,1,Medium,6.85,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,0,0.286,7
STU_0159,EVT_044,Early,School of Business,1,Medium,6.85,2024-10-27,Branding & Identity,Alumni,Sunday,Morning (9-11 AM),120,Offline,3,High,121,1,0.25,8
STU_0159,EVT_054,On-time,School of Business,1,Medium,6.85,2024-11-10,Cybersecurity,Industry,Sunday,Morning (9-11 AM),90,Online,1,Medium,65,0,0.333,9
STU_0159,EVT_066,On-time,School of Business,1,Medium,6.85,2024-12-23,AI & Deep Learning,Faculty,Monday,Evening (5-7 PM),120,Offline,1,Medium,119,0,0.3,10
STU_0159,EVT_070,On-time,School of Business,1,Medium,6.85,2025-01-10,Data Science,Faculty,Friday,Morning (9-11 AM),120,Online,3,Medium,119,0,0.273,11
STU_0159,EVT_071,Late,School of Business,1,Medium,6.85,2025-01-19,Product Management,Alumni,Sunday,Afternoon (2-4 PM),90,Offline,2,Medium,92,0,0.25,12
STU_0159,EVT_080,Early,School of Business,1,Medium,6.85,2025-02-24,Web Development,Faculty,Monday,Evening (5-7 PM),60,Offline,3,Medium,83,1,0.231,13
STU_0159,EVT_081,On-time,School of Business,1,Medium,6.85,2025-02-24,Music Production,Faculty,Monday,Evening (5-7 PM),90,Offline,1,High,103,0,0.286,14
STU_0159,EVT_094,Early,School of Business,1,Medium,6.85,2025-03-30,Creative Coding,Student,Sunday,Evening (5-7 PM),90,Offline,3,Medium,53,1,0.267,15
STU_0159,EVT_099,Early,School of Business,1,Medium,6.85,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,0,0.312,16
STU_0160,EVT_006,Late,School of Music,3,Medium,9.5,2024-08-17,Creative Coding,Faculty,Saturday,Morning (9-11 AM),90,Offline,3,Medium,58,1,0.0,0
STU_0160,EVT_017,On-time,School of Music,3,Medium,9.5,2024-09-05,Cloud Computing,Industry,Thursday,Morning (9-11 AM),150,Offline,2,High,117,1,1.0,1
STU_0160,EVT_030,On-time,School of Music,3,Medium,9.5,2024-09-25,Digital Marketing,Alumni,Wednesday,Morning (9-11 AM),90,Online,2,Medium,58,0,1.0,2
STU_0160,EVT_034,Late,School of Music,3,Medium,9.5,2024-10-05,Creative Coding,Faculty,Saturday,Afternoon (2-4 PM),120,Online,1,Medium,66,1,0.667,3
STU_0160,EVT_042,Early,School of Music,3,Medium,9.5,2024-10-24,Creative Coding,Student,Thursday,Evening (5-7 PM),120,Online,3,Low,107,0,0.75,4
STU_0160,EVT_043,Early,School of Music,3,Medium,9.5,2024-10-26,Sound Design,Student,Saturday,Evening (5-7 PM),120,Online,2,Low,83,0,0.6,5
STU_0160,EVT_044,On-time,School of Music,3,Medium,9.5,2024-10-27,Branding & Identity,Alumni,Sunday,Morning (9-11 AM),120,Offline,3,High,121,0,0.5,6
STU_0160,EVT_046,Early,School of Music,3,Medium,9.5,2024-10-31,Creative Coding,Alumni,Thursday,Afternoon (2-4 PM),60,Offline,3,High,93,1,0.429,7
STU_0160,EVT_055,Early,School of Music,3,Medium,9.5,2024-11-18,Creative Coding,Faculty,Monday,Afternoon (2-4 PM),90,Online,2,Medium,82,1,0.5,8
STU_0160,EVT_058,Early,School of Music,3,Medium,9.5,2024-11-26,Branding & Identity,Student,Tuesday,Evening (5-7 PM),150,Online,2,Low,66,0,0.556,9
STU_0160,EVT_059,Late,School of Music,3,Medium,9.5,2024-11-29,UI/UX Design,Student,Friday,Evening (5-7 PM),120,Online,2,High,99,0,0.5,10
STU_0160,EVT_060,Early,School of Music,3,Medium,9.5,2024-12-02,Cloud Computing,Student,Monday,Evening (5-7 PM),120,Offline,2,Medium,111,0,0.455,11
STU_0160,EVT_067,Early,School of Music,3,Medium,9.5,2024-12-27,Web Development,Industry,Friday,Evening (5-7 PM),120,Online,2,Low,67,1,0.417,12
STU_0160,EVT_068,On-time,School of Music,3,Medium,9.5,2024-12-30,Web Development,Faculty,Monday,Morning (9-11 AM),120,Online,2,Medium,41,0,0.462,13
STU_0160,EVT_070,On-time,School of Music,3,Medium,9.5,2025-01-10,Data Science,Faculty,Friday,Morning (9-11 AM),120,Online,3,Medium,119,0,0.429,14
STU_0160,EVT_072,Late,School of Music,3,Medium,9.5,2025-02-10,Branding & Identity,Student,Monday,Morning (9-11 AM),180,Online,2,Low,80,0,0.4,15
STU_0160,EVT_084,On-time,School of Music,3,Medium,9.5,2025-02-28,Sound Design,Faculty,Friday,Afternoon (2-4 PM),60,Online,2,High,40,0,0.375,16
STU_0160,EVT_097,Late,School of Music,3,Medium,9.5,2025-04-11,Branding & Identity,Faculty,Friday,Evening (5-7 PM),120,Offline,3,High,57,0,0.353,17
STU_0160,EVT_099,Early,School of Music,3,Medium,9.5,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,0,0.333,18
STU_0161,EVT_006,On-time,School of Music,2,Low,7.07,2024-08-17,Creative Coding,Faculty,Saturday,Morning (9-11 AM),90,Offline,3,Medium,58,1,0.0,0
STU_0161,EVT_007,On-time,School of Music,2,Low,7.07,2024-08-18,Digital Marketing,Alumni,Sunday,Afternoon (2-4 PM),60,Offline,1,Low,72,0,1.0,1
STU_0161,EVT_013,Late,School of Music,2,Low,7.07,2024-08-30,Creative Coding,Industry,Friday,Afternoon (2-4 PM),150,Offline,2,Medium,86,1,0.5,2
STU_0161,EVT_017,Early,School of Music,2,Low,7.07,2024-09-05,Cloud Computing,Industry,Thursday,Morning (9-11 AM),150,Offline,2,High,117,1,0.667,3
STU_0161,EVT_025,Early,School of Music,2,Low,7.07,2024-09-20,Career Guidance,Student,Friday,Evening (5-7 PM),120,Offline,2,Low,103,0,0.75,4
STU_0161,EVT_028,Early,School of Music,2,Low,7.07,2024-09-25,UI/UX Design,Student,Wednesday,Morning (9-11 AM),90,Online,3,Medium,118,1,0.6,5
STU_0161,EVT_029,On-time,School of Music,2,Low,7.07,2024-09-25,Career Guidance,Alumni,Wednesday,Afternoon (2-4 PM),150,Online,3,Medium,96,1,0.667,6
STU_0161,EVT_030,Early,School of Music,2,Low,7.07,2024-09-25,Digital Marketing,Alumni,Wednesday,Morning (9-11 AM),90,Online,2,Medium,58,1,0.714,7
STU_0161,EVT_056,Late,School of Music,2,Low,7.07,2024-11-23,Digital Marketing,Faculty,Saturday,Evening (5-7 PM),120,Offline,1,Low,90,0,0.75,8
STU_0161,EVT_058,On-time,School of Music,2,Low,7.07,2024-11-26,Branding & Identity,Student,Tuesday,Evening (5-7 PM),150,Online,2,Low,66,0,0.667,9
STU_0161,EVT_059,Late,School of Music,2,Low,7.07,2024-11-29,UI/UX Design,Student,Friday,Evening (5-7 PM),120,Online,2,High,99,1,0.6,10
STU_0161,EVT_061,On-time,School of Music,2,Low,7.07,2024-12-05,Branding & Identity,Industry,Thursday,Morning (9-11 AM),90,Offline,1,Low,45,0,0.636,11
STU_0161,EVT_063,Late,School of Music,2,Low,7.07,2024-12-08,Digital Marketing,Student,Sunday,Afternoon (2-4 PM),120,Offline,2,Low,119,0,0.583,12
STU_0161,EVT_064,Late,School of Music,2,Low,7.07,2024-12-20,Cybersecurity,Alumni,Friday,Afternoon (2-4 PM),180,Offline,3,Medium,44,0,0.538,13
STU_0161,EVT_069,On-time,School of Music,2,Low,7.07,2025-01-05,Music Production,Student,Sunday,Evening (5-7 PM),60,Online,2,Medium,88,0,0.5,14
STU_0161,EVT_074,Late,School of Music,2,Low,7.07,2025-02-12,UI/UX Design,Faculty,Wednesday,Evening (5-7 PM),90,Offline,1,Low,124,0,0.467,15
STU_0161,EVT_082,On-time,School of Music,2,Low,7.07,2025-02-25,AI & Deep Learning,Faculty,Tuesday,Afternoon (2-4 PM),120,Online,3,High,76,0,0.438,16
STU_0161,EVT_089,Late,School of Music,2,Low,7.07,2025-03-12,Sound Design,Faculty,Wednesday,Morning (9-11 AM),120,Offline,1,High,63,0,0.412,17
STU_0161,EVT_093,On-time,School of Music,2,Low,7.07,2025-03-22,Branding & Identity,Faculty,Saturday,Evening (5-7 PM),120,Offline,2,Low,64,0,0.389,18
STU_0162,EVT_004,On-time,School of Business,6,High,6.88,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,1,0.0,0
STU_0162,EVT_005,On-time,School of Business,6,High,6.88,2024-08-16,Data Science,Faculty,Friday,Morning (9-11 AM),90,Offline,2,Medium,60,1,1.0,1
STU_0162,EVT_009,On-time,School of Business,6,High,6.88,2024-08-23,Career Guidance,Industry,Friday,Afternoon (2-4 PM),60,Offline,1,High,76,1,1.0,2
STU_0162,EVT_012,Late,School of Business,6,High,6.88,2024-08-28,Design Thinking,Student,Wednesday,Evening (5-7 PM),60,Offline,2,Medium,83,1,1.0,3
STU_0162,EVT_018,Late,School of Business,6,High,6.88,2024-09-07,Career Guidance,Alumni,Saturday,Evening (5-7 PM),120,Offline,1,Medium,58,1,1.0,4
STU_0162,EVT_023,On-time,School of Business,6,High,6.88,2024-09-14,Digital Marketing,Alumni,Saturday,Morning (9-11 AM),90,Offline,2,Low,69,0,1.0,5
STU_0162,EVT_025,On-time,School of Business,6,High,6.88,2024-09-20,Career Guidance,Student,Friday,Evening (5-7 PM),120,Offline,2,Low,103,0,0.833,6
STU_0162,EVT_035,Early,School of Business,6,High,6.88,2024-10-06,Branding & Identity,Industry,Sunday,Afternoon (2-4 PM),90,Offline,3,High,94,1,0.714,7
STU_0162,EVT_039,Late,School of Business,6,High,6.88,2024-10-15,Web Development,Faculty,Tuesday,Afternoon (2-4 PM),90,Online,3,Medium,98,0,0.75,8
STU_0162,EVT_052,Early,School of Business,6,High,6.88,2024-11-08,UI/UX Design,Alumni,Friday,Evening (5-7 PM),90,Offline,1,Medium,70,1,0.667,9
STU_0162,EVT_064,On-time,School of Business,6,High,6.88,2024-12-20,Cybersecurity,Alumni,Friday,Afternoon (2-4 PM),180,Offline,3,Medium,44,1,0.7,10
STU_0162,EVT_067,Early,School of Business,6,High,6.88,2024-12-27,Web Development,Industry,Friday,Evening (5-7 PM),120,Online,2,Low,67,1,0.727,11
STU_0162,EVT_072,Late,School of Business,6,High,6.88,2025-02-10,Branding & Identity,Student,Monday,Morning (9-11 AM),180,Online,2,Low,80,0,0.75,12
STU_0162,EVT_080,On-time,School of Business,6,High,6.88,2025-02-24,Web Development,Faculty,Monday,Evening (5-7 PM),60,Offline,3,Medium,83,0,0.692,13
STU_0162,EVT_085,On-time,School of Business,6,High,6.88,2025-02-28,Branding & Identity,Student,Friday,Morning (9-11 AM),120,Offline,3,Medium,106,0,0.643,14
STU_0162,EVT_086,Early,School of Business,6,High,6.88,2025-03-06,Cybersecurity,Industry,Thursday,Afternoon (2-4 PM),90,Offline,3,High,59,1,0.6,15
STU_0162,EVT_088,Early,School of Business,6,High,6.88,2025-03-12,Design Thinking,Faculty,Wednesday,Afternoon (2-4 PM),90,Offline,3,Medium,99,1,0.625,16
STU_0162,EVT_095,On-time,School of Business,6,High,6.88,2025-04-05,UI/UX Design,Student,Saturday,Morning (9-11 AM),150,Online,1,Low,62,0,0.647,17
STU_0163,EVT_004,On-time,School of Design,1,Low,4.47,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,0,0.0,0
STU_0163,EVT_017,Late,School of Design,1,Low,4.47,2024-09-05,Cloud Computing,Industry,Thursday,Morning (9-11 AM),150,Offline,2,High,117,0,0.0,1
STU_0163,EVT_020,On-time,School of Design,1,Low,4.47,2024-09-09,Machine Learning,Alumni,Monday,Afternoon (2-4 PM),120,Online,2,High,93,0,0.0,2
STU_0163,EVT_021,Early,School of Design,1,Low,4.47,2024-09-12,Music Production,Industry,Thursday,Morning (9-11 AM),90,Online,3,Low,105,0,0.0,3
STU_0163,EVT_028,On-time,School of Design,1,Low,4.47,2024-09-25,UI/UX Design,Student,Wednesday,Morning (9-11 AM),90,Online,3,Medium,118,0,0.0,4
STU_0163,EVT_044,On-time,School of Design,1,Low,4.47,2024-10-27,Branding & Identity,Alumni,Sunday,Morning (9-11 AM),120,Offline,3,High,121,1,0.0,5
STU_0163,EVT_045,On-time,School of Design,1,Low,4.47,2024-10-30,Product Management,Alumni,Wednesday,Evening (5-7 PM),120,Online,2,Low,122,0,0.167,6
STU_0163,EVT_053,Late,School of Design,1,Low,4.47,2024-11-09,Music Production,Industry,Saturday,Afternoon (2-4 PM),60,Offline,3,Low,123,0,0.143,7
STU_0163,EVT_054,Early,School of Design,1,Low,4.47,2024-11-10,Cybersecurity,Industry,Sunday,Morning (9-11 AM),90,Online,1,Medium,65,0,0.125,8
STU_0163,EVT_062,Late,School of Design,1,Low,4.47,2024-12-06,Entrepreneurship,Industry,Friday,Morning (9-11 AM),90,Offline,3,Low,58,0,0.111,9
STU_0163,EVT_074,Late,School of Design,1,Low,4.47,2025-02-12,UI/UX Design,Faculty,Wednesday,Evening (5-7 PM),90,Offline,1,Low,124,0,0.1,10
STU_0163,EVT_078,Late,School of Design,1,Low,4.47,2025-02-19,Product Management,Industry,Wednesday,Afternoon (2-4 PM),90,Offline,1,Medium,123,0,0.091,11
STU_0163,EVT_082,Late,School of Design,1,Low,4.47,2025-02-25,AI & Deep Learning,Faculty,Tuesday,Afternoon (2-4 PM),120,Online,3,High,76,0,0.083,12
STU_0163,EVT_092,On-time,School of Design,1,Low,4.47,2025-03-20,Product Management,Student,Thursday,Evening (5-7 PM),90,Online,1,High,104,0,0.077,13
STU_0163,EVT_096,On-time,School of Design,1,Low,4.47,2025-04-09,Web Development,Alumni,Wednesday,Afternoon (2-4 PM),120,Offline,2,High,118,0,0.071,14
STU_0163,EVT_100,On-time,School of Design,1,Low,4.47,2025-04-27,Branding & Identity,Industry,Sunday,Morning (9-11 AM),90,Offline,3,Low,48,0,0.067,15
STU_0164,EVT_004,Late,School of Design,2,Low,6.04,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,1,0.0,0
STU_0164,EVT_020,Late,School of Design,2,Low,6.04,2024-09-09,Machine Learning,Alumni,Monday,Afternoon (2-4 PM),120,Online,2,High,93,1,1.0,1
STU_0164,EVT_031,Late,School of Design,2,Low,6.04,2024-09-27,Sound Design,Student,Friday,Evening (5-7 PM),120,Online,3,Medium,74,1,1.0,2
STU_0164,EVT_032,Early,School of Design,2,Low,6.04,2024-10-04,Entrepreneurship,Industry,Friday,Evening (5-7 PM),150,Offline,3,High,115,1,1.0,3
STU_0164,EVT_040,Early,School of Design,2,Low,6.04,2024-10-17,Sound Design,Alumni,Thursday,Afternoon (2-4 PM),120,Offline,2,Low,67,1,1.0,4
STU_0164,EVT_049,Late,School of Design,2,Low,6.04,2024-11-04,AI & Deep Learning,Alumni,Monday,Evening (5-7 PM),120,Offline,3,High,83,0,1.0,5
STU_0164,EVT_050,Late,School of Design,2,Low,6.04,2024-11-06,Cloud Computing,Industry,Wednesday,Morning (9-11 AM),60,Offline,2,High,66,1,0.833,6
STU_0164,EVT_052,Late,School of Design,2,Low,6.04,2024-11-08,UI/UX Design,Alumni,Friday,Evening (5-7 PM),90,Offline,1,Medium,70,1,0.857,7
STU_0164,EVT_063,Late,School of Design,2,Low,6.04,2024-12-08,Digital Marketing,Student,Sunday,Afternoon (2-4 PM),120,Offline,2,Low,119,0,0.875,8
STU_0164,EVT_079,Early,School of Design,2,Low,6.04,2025-02-23,Product Management,Industry,Sunday,Afternoon (2-4 PM),60,Online,3,Medium,86,1,0.778,9
STU_0164,EVT_084,On-time,School of Design,2,Low,6.04,2025-02-28,Sound Design,Faculty,Friday,Afternoon (2-4 PM),60,Online,2,High,40,0,0.8,10
STU_0164,EVT_088,Early,School of Design,2,Low,6.04,2025-03-12,Design Thinking,Faculty,Wednesday,Afternoon (2-4 PM),90,Offline,3,Medium,99,0,0.727,11
STU_0164,EVT_090,Early,School of Design,2,Low,6.04,2025-03-16,AI & Deep Learning,Industry,Sunday,Morning (9-11 AM),90,Online,2,Low,44,1,0.667,12
STU_0165,EVT_030,Late,School of Design,5,Low,6.86,2024-09-25,Digital Marketing,Alumni,Wednesday,Morning (9-11 AM),90,Online,2,Medium,58,0,0.0,0
STU_0165,EVT_033,Early,School of Design,5,Low,6.86,2024-10-04,Product Management,Faculty,Friday,Morning (9-11 AM),60,Offline,1,Medium,67,1,0.0,1
STU_0165,EVT_037,On-time,School of Design,5,Low,6.86,2024-10-10,Music Production,Industry,Thursday,Afternoon (2-4 PM),120,Online,1,Low,43,0,0.5,2
STU_0165,EVT_038,Late,School of Design,5,Low,6.86,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,0,0.333,3
STU_0165,EVT_041,Late,School of Design,5,Low,6.86,2024-10-21,Machine Learning,Faculty,Monday,Evening (5-7 PM),90,Online,2,Medium,101,0,0.25,4
STU_0165,EVT_046,Early,School of Design,5,Low,6.86,2024-10-31,Creative Coding,Alumni,Thursday,Afternoon (2-4 PM),60,Offline,3,High,93,1,0.2,5
STU_0165,EVT_050,On-time,School of Design,5,Low,6.86,2024-11-06,Cloud Computing,Industry,Wednesday,Morning (9-11 AM),60,Offline,2,High,66,1,0.333,6
STU_0165,EVT_055,Late,School of Design,5,Low,6.86,2024-11-18,Creative Coding,Faculty,Monday,Afternoon (2-4 PM),90,Online,2,Medium,82,1,0.429,7
STU_0165,EVT_065,Late,School of Design,5,Low,6.86,2024-12-21,Web Development,Faculty,Saturday,Afternoon (2-4 PM),90,Online,1,Low,52,0,0.5,8
STU_0165,EVT_071,On-time,School of Design,5,Low,6.86,2025-01-19,Product Management,Alumni,Sunday,Afternoon (2-4 PM),90,Offline,2,Medium,92,1,0.444,9
STU_0165,EVT_072,On-time,School of Design,5,Low,6.86,2025-02-10,Branding & Identity,Student,Monday,Morning (9-11 AM),180,Online,2,Low,80,0,0.5,10
STU_0165,EVT_075,On-time,School of Design,5,Low,6.86,2025-02-12,Data Science,Student,Wednesday,Afternoon (2-4 PM),180,Offline,2,High,94,0,0.455,11
STU_0165,EVT_076,Late,School of Design,5,Low,6.86,2025-02-15,Creative Coding,Faculty,Saturday,Evening (5-7 PM),90,Offline,2,High,78,0,0.417,12
STU_0165,EVT_081,On-time,School of Design,5,Low,6.86,2025-02-24,Music Production,Faculty,Monday,Evening (5-7 PM),90,Offline,1,High,103,0,0.385,13
STU_0165,EVT_082,Late,School of Design,5,Low,6.86,2025-02-25,AI & Deep Learning,Faculty,Tuesday,Afternoon (2-4 PM),120,Online,3,High,76,1,0.357,14
STU_0165,EVT_088,Late,School of Design,5,Low,6.86,2025-03-12,Design Thinking,Faculty,Wednesday,Afternoon (2-4 PM),90,Offline,3,Medium,99,0,0.4,15
STU_0165,EVT_091,On-time,School of Design,5,Low,6.86,2025-03-18,Cybersecurity,Faculty,Tuesday,Morning (9-11 AM),120,Offline,2,High,96,1,0.375,16
STU_0166,EVT_001,On-time,School of Music,6,Medium,6.31,2024-07-19,Cloud Computing,Alumni,Friday,Afternoon (2-4 PM),180,Online,1,Medium,63,0,0.0,0
STU_0166,EVT_006,Late,School of Music,6,Medium,6.31,2024-08-17,Creative Coding,Faculty,Saturday,Morning (9-11 AM),90,Offline,3,Medium,58,0,0.0,1
STU_0166,EVT_007,Early,School of Music,6,Medium,6.31,2024-08-18,Digital Marketing,Alumni,Sunday,Afternoon (2-4 PM),60,Offline,1,Low,72,0,0.0,2
STU_0166,EVT_012,Late,School of Music,6,Medium,6.31,2024-08-28,Design Thinking,Student,Wednesday,Evening (5-7 PM),60,Offline,2,Medium,83,0,0.0,3
STU_0166,EVT_013,Late,School of Music,6,Medium,6.31,2024-08-30,Creative Coding,Industry,Friday,Afternoon (2-4 PM),150,Offline,2,Medium,86,0,0.0,4
STU_0166,EVT_021,On-time,School of Music,6,Medium,6.31,2024-09-12,Music Production,Industry,Thursday,Morning (9-11 AM),90,Online,3,Low,105,1,0.0,5
STU_0166,EVT_026,Early,School of Music,6,Medium,6.31,2024-09-22,Career Guidance,Faculty,Sunday,Evening (5-7 PM),90,Offline,3,Medium,41,1,0.167,6
STU_0166,EVT_027,Late,School of Music,6,Medium,6.31,2024-09-23,Career Guidance,Faculty,Monday,Evening (5-7 PM),90,Offline,2,Low,106,0,0.286,7
STU_0166,EVT_029,Late,School of Music,6,Medium,6.31,2024-09-25,Career Guidance,Alumni,Wednesday,Afternoon (2-4 PM),150,Online,3,Medium,96,1,0.25,8
STU_0166,EVT_033,Late,School of Music,6,Medium,6.31,2024-10-04,Product Management,Faculty,Friday,Morning (9-11 AM),60,Offline,1,Medium,67,0,0.333,9
STU_0166,EVT_041,On-time,School of Music,6,Medium,6.31,2024-10-21,Machine Learning,Faculty,Monday,Evening (5-7 PM),90,Online,2,Medium,101,0,0.3,10
STU_0166,EVT_045,Late,School of Music,6,Medium,6.31,2024-10-30,Product Management,Alumni,Wednesday,Evening (5-7 PM),120,Online,2,Low,122,0,0.273,11
STU_0166,EVT_046,Late,School of Music,6,Medium,6.31,2024-10-31,Creative Coding,Alumni,Thursday,Afternoon (2-4 PM),60,Offline,3,High,93,1,0.25,12
STU_0166,EVT_049,Late,School of Music,6,Medium,6.31,2024-11-04,AI & Deep Learning,Alumni,Monday,Evening (5-7 PM),120,Offline,3,High,83,1,0.308,13
STU_0166,EVT_050,Early,School of Music,6,Medium,6.31,2024-11-06,Cloud Computing,Industry,Wednesday,Morning (9-11 AM),60,Offline,2,High,66,1,0.357,14
STU_0166,EVT_061,Early,School of Music,6,Medium,6.31,2024-12-05,Branding & Identity,Industry,Thursday,Morning (9-11 AM),90,Offline,1,Low,45,0,0.4,15
STU_0166,EVT_074,On-time,School of Music,6,Medium,6.31,2025-02-12,UI/UX Design,Faculty,Wednesday,Evening (5-7 PM),90,Offline,1,Low,124,0,0.375,16
STU_0166,EVT_075,Early,School of Music,6,Medium,6.31,2025-02-12,Data Science,Student,Wednesday,Afternoon (2-4 PM),180,Offline,2,High,94,1,0.353,17
